Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Bi Te 
      1.31000    153.87429     84.89718     68.97711
      1.32000    199.51357    115.43278     84.08078
      1.33000    158.82610    105.56393     53.26217
      1.34000    118.28043     85.07982     33.20061
      1.35000    118.87675     72.65250     46.22425
      1.36000    177.12066     96.84505     80.27561
      1.37000    151.26912     81.66585     69.60327
      1.38000     69.08304     37.62844     31.45460
      1.39000     62.83170     37.36683     25.46487
      1.40000    103.57957     64.55697     39.02260
      1.41000    109.64954     69.38906     40.26048
      1.42000    110.50061     71.36269     39.13792
      1.43000    114.57965     72.11046     42.46920
      1.44000    143.03177     81.48924     61.54254
      1.45000    188.49297    103.25136     85.24186
      1.46000    128.44528     69.66313     58.78431
      1.47000     65.39061     35.42657     29.97076
      1.48000     99.75430     55.70834     44.05376
      1.49000    181.63422    101.18377     80.45510
      1.50000    220.64038    121.06236     99.58508
      1.51000    149.24399     80.65805     68.59715
      1.52000     62.54534     32.65830     29.89406
      1.53000     38.47268     19.07772     19.39658
      1.54000     36.08936     17.71517     18.37434
      1.55000     34.71196     17.13101     17.58096
      1.56000     35.80327     17.63980     18.16347
      1.57000     44.92384     22.50327     22.42057
      1.58000     92.92819     49.23102     43.69718
      1.59000    174.36068     94.45745     79.90323
      1.60000    155.48311     84.11292     71.37019
      1.61000     66.93333     35.35057     31.58276
      1.62000     28.70819     14.35571     14.35249
      1.63000     23.68331     11.71660     11.96671
      1.64000     22.53940     11.24005     11.29935
      1.65000     20.18012     10.01112     10.16900
      1.66000     19.58226      9.63333      9.94893
      1.67000     20.65427     10.13751     10.51676
      1.68000     20.98604     10.45313     10.53291
      1.69000     20.75967     10.45280     10.30687
      1.70000     20.92223     10.59138     10.33085
      1.71000     21.44562     11.01813     10.42749
      1.72000     21.26614     11.11479     10.15151
      1.73000     20.43483     10.73103      9.70562
      1.74000     19.99115     10.44579      9.55337
      1.75000     22.90593     11.93868     10.98039
      1.76000     25.87438     13.40370     12.47870
      1.77000     27.79015     14.40236     13.38960
      1.78000     28.33957     14.78105     13.55867
      1.79000     24.07268     12.45207     11.62061
      1.80000     21.23324     10.64811     10.58513
      1.81000     23.46751     11.50677     11.96074
      1.82000     23.19036     11.42112     11.76931
      1.83000     20.54887     10.41280     10.13754
      1.84000     20.23830     10.49575      9.75663
      1.85000     21.14064     11.06988     10.12385
      1.86000     22.19581     11.69868     10.58523
      1.87000     21.10556     11.10268     10.07801
      1.88000     19.23649      9.93957      9.33874
      1.89000     19.69166     10.02306      9.69776
      1.90000     19.42074      9.92402      9.51531
      1.91000     19.54251     10.09310      9.45460
      1.92000     20.48389     10.51887      9.96595
      1.93000     20.08420     10.06806     10.01975
      1.94000     19.96955     10.08544      9.89647
      1.95000     21.27996     11.05869     10.23695
      1.96000     22.72463     11.85882     10.87311
      1.97000     24.38726     12.57535     11.81317
      1.98000     25.46468     12.94302     12.52175
      1.99000     25.22564     12.74584     12.48003
      2.00000     27.94341     13.94188     14.00413
      2.01000     33.37959     16.17547     17.21522
      2.02000     33.44811     15.99146     17.47413
      2.03000     25.96853     12.69808     13.28057
      2.04000     20.58362     10.51175     10.07403
      2.05000     20.26166     10.72622      9.53561
      2.06000     20.89054     11.23481      9.65574
      2.07000     21.48940     11.58729      9.90228
      2.08000     21.58316     11.51451     10.07287
      2.09000     21.04857     10.98946     10.10100
      2.10000     21.87483     11.10254     10.93724
      2.11000     25.34331     12.64407     12.97414
      2.12000     28.53684     14.29729     14.47713
      2.13000     27.61819     13.98653     13.80559
      2.14000     25.05498     12.85786     12.38052
      2.15000     26.58182     13.79537     13.04404
      2.16000     30.30670     15.80772     14.76099
      2.17000     30.96436     16.08669     15.07863
      2.18000     30.56020     15.82096     14.91154
      2.19000     28.84588     14.86742     14.28166
      2.20000     26.75662     13.66774     13.56651
      2.21000     26.97825     13.99407     13.32602
      2.22000     26.88305     14.24597     12.76807
      2.23000     27.24809     14.54835     12.77871
      2.24000     30.18181     16.00810     14.32003
      2.25000     31.50848     16.82242     14.84731
      2.26000     30.43526     16.52117     13.98465
      2.27000     30.46547     16.36549     14.11972
      2.28000     31.76486     16.82319     14.99656
      2.29000     34.04899     17.95346     16.23680
      2.30000     36.99944     19.37165     17.77172
      2.31000     38.58389     20.05387     18.59021
      2.32000     36.92195     19.24821     17.69774
      2.33000     33.08910     17.20768     15.94092
      2.34000     29.38842     15.02560     14.52543
      2.35000     27.85588     14.14414     13.98929
      2.36000     27.38640     14.22571     13.40510
      2.37000     27.32138     14.56483     12.88194
      2.38000     26.87402     14.39702     12.53592
      2.39000     25.64342     13.77048     11.89547
      2.40000     23.64107     12.55717     11.12363
      2.41000     23.14300     11.72882     11.65736
      2.42000     25.50500     11.99371     14.29383
      2.43000     27.03748     12.15010     16.14760
      2.44000     26.45413     12.08211     15.50031
      2.45000     26.87999     12.61700     15.01492
      2.46000     26.75778     12.79831     14.40832
      2.47000     25.10684     12.33019     12.98600
      2.48000     25.80543     12.97123     12.95571
      2.49000     28.35754     14.66766     13.77724
      2.50000     29.25975     15.24057     14.05177
      2.51000     27.98619     14.19494     13.82063
      2.52000     26.19874     12.91321     13.39310
      2.53000     25.06599     12.31147     12.93559
      2.54000     25.53351     12.75649     12.94682
      2.55000     27.75665     13.89638     14.02925
      2.56000     29.05499     14.74629     14.45408
      2.57000     28.49369     14.91586     13.65121
      2.58000     28.74410     15.22821     13.56532
      2.59000     28.76354     14.99225     13.89249
      2.60000     26.17443     13.38146     12.97838
      2.61000     23.69287     12.17699     11.69015
      2.62000     22.78849     11.88707     11.03984
      2.63000     23.70943     12.59470     11.21838
      2.64000     35.78204     22.33835     13.53485
      2.65000     89.65012     71.42366     18.31456
      2.66000    177.41706    153.63877     23.86799
      2.67000    164.68094    141.48943     23.26058
      2.68000     79.18931     59.37114     19.85578
      2.69000     41.37341     22.62735     18.77361
      2.70000     30.64500     14.65910     16.00254
      2.71000     24.21957     11.50579     12.71821
      2.72000     25.05227     12.12916     12.92383
      2.73000     29.50069     14.64924     14.85165
      2.74000     30.50263     15.13884     15.36382
      2.75000     29.21475     14.14553     15.06922
      2.76000     30.43688     14.72273     15.71415
      2.77000     31.42099     15.37631     16.04468
      2.78000     29.81165     14.57086     15.24079
      2.79000     28.81302     14.00219     14.81084
      2.80000     30.06446     14.74923     15.31523
      2.81000     32.00253     15.96351     16.03902
      2.82000     32.20045     16.22129     15.97916
      2.83000     31.05694     15.64148     15.41545
      2.84000     30.35225     15.21763     15.13461
      2.85000     30.86667     15.52143     15.34524
      2.86000     30.19974     15.27928     14.92046
      2.87000     28.88884     14.67234     14.21650
      2.88000     28.85095     14.70502     14.14592
      2.89000     28.87098     14.62748     14.24350
      2.90000     28.72644     14.35539     14.37105
      2.91000     28.72210     14.24723     14.47487
      2.92000     28.52094     14.09618     14.42476
      2.93000     29.21427     14.47134     14.74293
      2.94000     28.73902     14.34470     14.39432
      2.95000     25.82919     12.97792     12.85126
      2.96000     23.49028     11.87485     11.61543
      2.97000     25.35289     12.82298     12.52991
      2.98000     28.86836     14.43571     14.43265
      2.99000     29.93907     14.78533     15.15374
      3.00000     30.18658     14.78161     15.40497
      3.01000     30.75043     14.90675     15.84375
      3.02000     30.69192     14.80348     15.88957
      3.03000     31.00488     15.12508     15.88656
      3.04000     32.07832     15.84829     16.24504
      3.05000     31.13868     15.23493     15.91768
      3.06000     29.65571     14.22691     15.44153
      3.07000     29.40612     14.11768     15.30502
      3.08000     29.38755     14.14288     15.25529
      3.09000     28.12128     13.64130     14.48424
      3.10000     28.40665     14.01006     14.41434
      3.11000     33.66811     16.71095     17.02910
      3.12000     36.23771     18.11086     18.26848
      3.13000     35.03585     17.68952     17.59425
      3.14000     33.92906     17.67527     16.80047
      3.15000     32.19352     17.46095     15.66088
      3.16000     30.96111     17.11157     15.06505
      3.17000     33.01629     18.01995     16.39735
      3.18000     35.91682     19.19844     18.05352
      3.19000     36.63685     19.65785     18.29251
      3.20000     34.70840     19.02867     17.18149
      3.21000     31.01460     17.54907     15.18735
      3.22000     27.49265     16.52490     13.06621
      3.23000     25.21201     15.56525     11.72030
      3.24000     25.09936     14.45034     12.19843
      3.25000     24.97111     13.21250     12.90228
      3.26000     25.18735     12.62299     13.39369
      3.27000     26.55204     13.13814     14.06838
      3.28000     26.98521     13.08357     14.42815
      3.29000     28.50280     13.07734     15.90881
      3.30000     31.02780     13.89373     17.77338
      3.31000     33.51059     15.51040     18.65193
      3.32000     49.95805     25.56553     24.86692
      3.33000     93.28665     51.70024     42.05446
      3.34000    104.67308     58.90540     46.40021
      3.35000     61.55656     33.25110     28.93029
      3.36000     33.02621     16.17747     17.42869
      3.37000     26.59926     12.12265     15.00912
      3.38000     28.99882     13.62063     15.82479
      3.39000     60.22174     35.27807     25.25065
      3.40000    146.08225     95.45811     50.77640
      3.41000    180.61070    119.96454     60.75047
      3.42000    100.46113     63.78041     36.85999
      3.43000     40.38872     21.54679     19.08142
      3.44000     26.69641     12.28314     14.61279
      3.45000     23.83353     10.79492     13.13470
      3.46000     22.83697     10.37714     12.54375
      3.47000     22.29558     10.17198     12.27165
      3.48000     22.63947     10.38600     12.45250
      3.49000     22.76807     10.34142     12.77597
      3.50000     22.23710     10.10263     12.62882
      3.51000     20.76318      9.61711     11.50639
      3.52000     19.76031      9.33584     10.54261
      3.53000     21.23417     10.33751     10.92334
      3.54000     23.34266     11.75456     11.65377
      3.55000     23.78091     12.25438     11.72897
      3.56000     23.64155     12.21898     11.78091
      3.57000     25.10547     12.67406     12.77545
      3.58000     26.16607     12.69485     13.70909
      3.59000     26.43830     12.30814     14.39436
      3.60000     27.10325     12.35003     14.98089
      3.61000     26.61205     12.20958     14.49597
      3.62000     25.82303     11.91865     13.97130
      3.63000     25.14490     11.85285     13.41364
      3.64000     24.71850     11.86326     12.97710
      3.65000     25.25322     11.96850     13.42275
      3.66000     24.62070     11.29041     13.57809
      3.67000     24.56696     10.70156     14.32185
      3.68000     27.67615     11.50167     16.74804
      3.69000     29.70029     12.22370     17.82650
      3.70000     29.97837     12.77140     17.31733
      3.71000     28.62057     12.69322     15.97684
      3.72000     25.20544     11.42520     13.85957
      3.73000     22.65743     10.28223     12.52664
      3.74000     20.92485      9.22956     11.89836
      3.75000     20.41527      8.94190     11.67314
      3.76000     21.40636      9.54485     12.00804
      3.77000     23.22359     10.22026     13.09956
      3.78000     35.10526     15.35082     19.83150
      3.79000     73.54896     33.04343     40.58586
      3.80000     99.07840     45.03412     54.11680
      3.81000     64.96480     29.32303     35.67879
      3.82000     31.40934     13.62118     17.80527
      3.83000     22.68194      9.50172     13.19429
      3.84000     19.69987      8.35564     11.35091
      3.85000     17.53733      7.69528      9.84326
      3.86000     17.53229      7.93497      9.59740
      3.87000     17.76284      8.04742      9.71542
      3.88000     17.71430      7.83201      9.88232
      3.89000     18.35213      7.95640     10.39639
      3.90000     18.38420      7.98531     10.40379
      3.91000     18.31613      7.87306     10.45652
      3.92000     17.90864      7.56403     10.35817
      3.93000     17.25388      7.33374      9.92518
      3.94000     17.29737      7.52758      9.77048
      3.95000     17.61685      7.79081      9.82607
      3.96000     17.39181      7.73098      9.66084
      3.97000     17.42751      7.72398      9.70353
      3.98000     18.62452      8.27700     10.34752
      3.99000     19.56208      8.64199     10.92009
      4.00000     18.74346      8.13694     10.60652
      4.01000     17.54756      7.53904     10.00851
      4.02000     18.21995      7.81540     10.40454
      4.03000     18.36713      7.87562     10.49152
      4.04000     17.65180      7.57416     10.07764
      4.05000     17.57360      7.51479     10.05881
      4.06000     17.68337      7.51546     10.16791
      4.07000     17.62320      7.48294     10.14026
      4.08000     23.79350      9.96990     13.82360
      4.09000     56.81178     23.23415     33.57763
      4.10000     97.39101     39.54315     57.84787
      4.11000     77.18035     31.56691     45.61344
      4.12000     35.59502     14.94109     20.65393
      4.13000     22.01498      9.34512     12.66986
