Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Bi Te 
     -2.27000     51.84723     14.86267     36.98456
     -2.26000     52.87296     15.05639     37.81657
     -2.25000     41.60422     11.47322     30.13101
     -2.24000     39.94743     10.98415     28.96329
     -2.23000     52.26600     14.92373     37.34227
     -2.22000     64.96279     18.69763     46.26517
     -2.21000     55.40343     15.65948     39.74395
     -2.20000     39.36406     10.98106     28.38300
     -2.19000     38.90667     10.92752     27.97915
     -2.18000     47.09805     13.40270     33.69535
     -2.17000     43.89001     12.49438     31.39563
     -2.16000     34.03900      9.57959     24.45941
     -2.15000     31.58838      8.78953     22.79885
     -2.14000     32.51241      8.99460     23.51782
     -2.13000     37.26681     10.40637     26.86044
     -2.12000     52.98435     14.99854     37.98581
     -2.11000     60.54792     17.06790     43.48002
     -2.10000     44.63009     12.41414     32.21595
     -2.09000     31.60007      8.70302     22.89705
     -2.08000     31.41297      8.76356     22.64941
     -2.07000     38.89209     11.14071     27.75138
     -2.06000     44.12710     12.57114     31.55596
     -2.05000     37.71014     10.30674     27.40340
     -2.04000     32.53772      8.65685     23.88087
     -2.03000     31.23853      8.35304     22.88549
     -2.02000     30.14822      8.09691     22.05131
     -2.01000     30.92615      8.32506     22.60109
     -2.00000     41.91418     11.42404     30.49015
     -1.99000     61.39838     16.88179     44.51659
     -1.98000     60.57573     16.45173     44.12400
     -1.97000     45.54101     12.01283     33.52818
     -1.96000     44.27960     11.62006     32.65954
     -1.95000     45.14163     11.92231     33.21932
     -1.94000     37.48937      9.77382     27.71555
     -1.93000     34.58432      8.88070     25.70363
     -1.92000     35.60821      9.13019     26.47802
     -1.91000     34.69239      8.77673     25.91566
     -1.90000     34.53137      8.48588     26.04549
     -1.89000     34.36166      8.26363     26.09803
     -1.88000     33.33997      7.95048     25.38949
     -1.87000     34.70636      8.19270     26.51366
     -1.86000     45.86923     11.07429     34.79495
     -1.85000     64.19782     15.82388     48.37394
     -1.84000     71.12883     16.92722     54.20161
     -1.83000     58.20077     13.35362     44.84714
     -1.82000     44.44236     10.34977     34.09259
     -1.81000     41.74155      9.89041     31.85114
     -1.80000     48.57989     11.23215     37.34773
     -1.79000     57.50947     12.95969     44.54978
     -1.78000     52.67649     12.16133     40.51516
     -1.77000     41.38758     10.04874     31.33884
     -1.76000     36.89465      9.00686     27.88780
     -1.75000     42.35502      9.77565     32.57937
     -1.74000     52.26428     11.49976     40.76453
     -1.73000     53.83641     11.75824     42.07816
     -1.72000     59.62185     12.87933     46.74252
     -1.71000     66.57724     14.33521     52.24204
     -1.70000     56.25296     12.39555     43.85741
     -1.69000     42.55416      9.71740     32.83676
     -1.68000     46.51755     10.73359     35.78397
     -1.67000     57.35857     13.30849     44.05008
     -1.66000     53.02970     12.58304     40.44666
     -1.65000     41.47375     10.02466     31.44909
     -1.64000     36.69300      8.78819     27.90481
     -1.63000     42.84484      9.82798     33.01686
     -1.62000     52.82439     11.61569     41.20870
     -1.61000     50.13917     10.98616     39.15301
     -1.60000     40.51443      9.16609     31.34834
     -1.59000     35.92895      8.31345     27.61550
     -1.58000     34.86280      8.10412     26.75868
     -1.57000     33.44223      7.90019     25.54204
     -1.56000     31.78677      7.63937     24.14740
     -1.55000     33.98021      8.25159     25.72862
     -1.54000     39.15392      9.62704     29.52688
     -1.53000     47.58712     11.77004     35.81709
     -1.52000     54.78126     13.47893     41.30233
     -1.51000     49.98217     12.10647     37.87570
     -1.50000     49.38589     11.64686     37.73905
     -1.49000     57.50482     13.40774     44.09735
     -1.48000     55.52978     13.05471     42.47695
     -1.47000     48.37119     11.37377     37.01068
     -1.46000     46.29839     10.75146     35.62517
     -1.45000     45.56117     10.47219     35.42977
     -1.44000     42.04805      9.51924     33.43334
     -1.43000     41.97873      9.61643     33.66696
     -1.42000     50.81782     12.20685     39.84626
     -1.41000     54.79412     13.12713     42.81866
     -1.40000     46.29837     10.43870     36.91472
     -1.39000     39.83301      8.67848     31.96504
     -1.38000     39.89404      8.82350     31.68242
     -1.37000     42.14372      9.40814     33.26244
     -1.36000     42.68669      9.77731     33.27913
     -1.35000     42.03209      9.82316     32.41390
     -1.34000     41.31153      9.72821     31.69259
     -1.33000     49.93610     12.57156     37.40505
     -1.32000     65.03120     17.03844     48.00133
     -1.31000     62.94513     16.47094     46.48254
     -1.30000     54.66561     14.43216     40.25612
     -1.29000     44.92822     11.57866     33.38296
     -1.28000     37.48253      9.07173     28.44637
     -1.27000     34.50791      8.18794     26.35860
     -1.26000     33.20525      7.98826     25.27386
     -1.25000     35.74894      8.71392     27.11378
     -1.24000     45.47970     11.53369     34.01496
     -1.23000     53.03683     13.75800     39.33771
     -1.22000     47.91319     12.17433     35.79897
     -1.21000     46.16238     11.63530     34.59050
     -1.20000     53.07563     13.87146     39.26241
     -1.19000     53.52747     14.17049     39.40096
     -1.18000     54.50507     14.43992     40.09940
     -1.17000     58.11578     15.56716     42.57805
     -1.16000     47.62355     12.51113     35.13837
     -1.15000     34.46861      8.74056     25.74952
     -1.14000     27.63403      6.97075     20.68319
     -1.13000     24.11563      6.19394     17.94362
     -1.12000     23.16500      5.97526     17.21059
     -1.11000     22.58635      5.82751     16.76859
     -1.10000     22.39653      5.86015     16.53815
     -1.09000     22.38384      5.78513     16.59883
     -1.08000     23.28271      5.85595     17.42676
     -1.07000     26.05885      6.69382     19.36503
     -1.06000     30.14671      8.06935     22.07736
     -1.05000     41.55665     11.45960     30.09705
     -1.04000     53.94005     14.75877     39.18128
     -1.03000     46.14740     12.34431     33.80309
     -1.02000     29.80482      8.02925     21.77557
     -1.01000     22.77737      6.35247     16.42491
     -1.00000     23.99384      6.94974     17.04410
     -0.99000     31.88053      9.49759     22.38293
     -0.98000     35.41090     10.68964     24.72126
     -0.97000     25.59899      7.72768     17.87131
     -0.96000     17.38425      5.19530     12.18895
     -0.95000     16.07194      4.81417     11.25777
     -0.94000     16.72916      4.96809     11.76107
     -0.93000     15.90537      4.59847     11.30690
     -0.92000     18.27836      5.34754     12.93082
     -0.91000     26.98867      7.91193     19.07674
     -0.90000     28.43764      8.24082     20.19695
     -0.89000     21.65042      6.29078     15.36167
     -0.88000     24.77496      7.00609     17.78273
     -0.87000     30.12963      8.22024     21.95356
     -0.86000     27.30282      7.45206     19.92664
     -0.85000     29.51735      8.19361     21.40503
     -0.84000     27.82532      7.76193     20.12671
     -0.83000     18.11208      4.91844     13.23720
     -0.82000     15.52070      3.87752     11.67389
     -0.81000     22.83141      5.47926     17.36696
     -0.80000     27.17443      6.60510     20.57260
     -0.79000     18.73866      4.73773     14.00122
     -0.78000     10.85968      2.87463      7.98506
     -0.77000      8.62516      2.32681      6.29835
     -0.76000      9.55093      2.81776      6.73317
     -0.75000     11.80313      3.72863      8.07450
     -0.74000     12.54117      3.84942      8.69175
     -0.73000     10.79978      3.17143      7.62835
     -0.72000      8.71357      2.51601      6.19756
     -0.71000      7.82715      2.17880      5.64835
     -0.70000      7.42293      2.00933      5.41360
     -0.69000      7.14063      1.89052      5.25011
     -0.68000      6.98934      1.90151      5.08783
     -0.67000      6.59559      1.92511      4.67048
     -0.66000      6.21107      1.73755      4.47352
     -0.65000      5.80597      1.47058      4.33538
     -0.64000      5.40009      1.34084      4.05924
     -0.63000      5.36417      1.25875      4.10542
     -0.62000      5.05787      1.24354      3.81432
     -0.61000      4.83841      1.27183      3.56659
     -0.60000      5.43049      1.46502      3.96557
     -0.59000      6.11578      1.77446      4.34176
     -0.58000      5.74860      1.66629      4.08304
     -0.57000      5.34095      1.64731      3.69409
     -0.56000      6.06946      2.19253      3.87704
     -0.55000      6.97962      2.90226      4.07742
     -0.54000      7.88532      3.38794      4.49775
     -0.53000      8.63261      3.35739      5.27600
     -0.52000      9.45089      3.34928      6.10223
     -0.51000     11.11033      3.80025      7.31026
     -0.50000     12.58502      4.41665      8.16839
     -0.49000     13.51797      4.96763      8.55034
     -0.48000     13.03485      4.99972      8.03514
     -0.47000     12.59174      5.20953      7.38221
     -0.46000     13.00165      5.83033      7.17132
     -0.45000     13.10881      5.94371      7.16516
     -0.44000     12.54623      5.80190      6.74514
     -0.43000     12.66539      5.97299      6.69755
     -0.42000     13.78137      6.15537      7.63841
     -0.41000     13.82038      6.26413      7.56893
     -0.40000     13.47650      6.54138      6.95083
     -0.39000     12.92561      6.57285      6.39381
     -0.38000     11.73770      6.31471      5.49202
     -0.37000     11.00588      6.16516      4.94060
     -0.36000     10.79098      6.27426      4.67783
     -0.35000     11.66335      6.97993      4.96446
     -0.34000     13.08409      8.35065      5.26636
     -0.33000     13.37351      9.23647      4.90741
     -0.32000     14.18621      9.66821      5.33504
     -0.31000     21.26595     12.49320      9.56560
     -0.30000     29.93220     16.46358     14.31423
     -0.29000     24.54791     14.19660     11.13084
     -0.28000     15.56560     10.05020      6.14867
     -0.27000     12.58954      8.55545      4.59214
     -0.26000     11.17711      7.76667      3.86800
     -0.25000     10.94184      7.65758      3.71265
     -0.24000     11.20573      7.61002      4.08540
     -0.23000     11.57985      7.80970      4.30442
     -0.22000     11.42024      7.74244      4.20942
     -0.21000      9.66661      6.52143      3.63646
     -0.20000      9.10456      6.24723      3.38770
     -0.19000     10.20058      7.04872      3.70044
     -0.18000     10.44797      7.05091      3.88632
     -0.17000     10.25553      6.97405      3.84593
     -0.16000     10.27687      7.20972      3.71094
     -0.15000      9.85849      6.91123      3.47321
     -0.14000      9.22362      6.43447      3.24524
     -0.13000      8.68769      6.01137      3.18861
     -0.12000      9.58314      6.04426      4.06733
     -0.11000     17.23046      8.85947      8.96564
     -0.10000     26.47054     11.71483     15.33826
     -0.09000     21.53383      9.44423     12.54924
     -0.08000     12.89160      7.10991      6.23116
     -0.07000     17.15603     10.84972      6.76354
     -0.06000     28.13726     17.57871     10.94554
     -0.05000     26.03206     16.30124     10.16394
     -0.04000     14.96088      9.61881      5.92555
     -0.03000      9.63238      6.07535      4.10758
     -0.02000      8.04128      4.39487      3.96691
     -0.01000     10.60895      5.13500      5.74818
      0.00000     20.40519      9.31099     11.42331
      0.01000     26.17388     11.45429     14.97735
      0.02000     17.67587      8.08512      9.91256
      0.03000      9.91805      5.45079      4.96586
      0.04000      7.78780      4.64038      3.57675
      0.05000      7.19202      3.99387      3.38926
      0.06000      7.71017      4.14690      3.72974
      0.07000      8.43795      4.72773      3.98350
      0.08000     12.83445      7.65595      5.41268
      0.09000     22.68749     14.02295      8.81706
      0.10000     23.70052     14.39690      9.47289
      0.11000     15.67824      9.09204      6.84618
      0.12000     12.90157      7.38115      5.83943
      0.13000     19.51947     11.67744      8.06800
      0.14000     28.71993     17.99848     10.83134
      0.15000     24.70901     15.61577      9.18543
      0.16000     15.15057      9.56771      5.73378
      0.17000     12.40699      7.72241      4.82602
      0.18000     13.27472      8.14617      5.20945
      0.19000     15.27768      9.79410      5.54827
      0.20000     19.35266     12.46974      6.93584
      0.21000     26.43381     16.47131      9.98456
      0.22000     26.62128     16.41622     10.21385
      0.23000     18.65628     11.82674      6.84559
      0.24000     19.48780     12.97710      6.54598
      0.25000     33.51565     22.16080     11.42751
      0.26000     44.71762     28.98933     15.84941
      0.27000     40.71142     26.21555     14.61729
      0.28000     30.15930     19.46382     10.75505
      0.29000     29.64230     18.74498     10.91498
      0.30000     28.62807     17.46864     11.17223
      0.31000     21.50153     12.37507      9.13918
      0.32000     20.83573     11.39344      9.45099
      0.33000     22.95220     12.42567     10.53448
      0.34000     23.39219     12.88169     10.52038
      0.35000     28.52001     16.62383     11.90929
      0.36000     44.14921     26.81577     17.37365
      0.37000     56.84262     34.61924     22.30828
      0.38000     52.84851     31.79255     21.13847
      0.39000     38.46833     22.65329     15.85321
      0.40000     29.65613     17.29320     12.37394
      0.41000     29.42865     17.28695     12.14783
      0.42000     35.70792     20.98743     14.73083
      0.43000     46.37595     27.42239     18.96410
      0.44000     45.12166     26.81898     18.30818
      0.45000     35.04007     20.76247     14.28180
      0.46000     38.33932     22.50485     15.84552
      0.47000     56.63379     33.08021     23.58889
      0.48000     68.90129     40.06215     28.89451
      0.49000     64.87485     36.41672     28.51376
      0.50000     58.48253     30.92167     27.61690
      0.51000     47.89268     25.49123     22.45519
      0.52000     36.08385     20.30306     15.82394
      0.53000     30.98697     17.79443     13.21075
      0.54000     31.48901     17.94616     13.54710
      0.55000     35.60064     20.47579     15.12787
      0.56000     46.80385     27.50325     19.30292
      0.57000     53.76626     31.53305     22.23390
      0.58000     48.06309     27.68919     20.37398
      0.59000     43.95708     25.08768     18.86940
      0.60000     46.94683     26.65268     20.29414
      0.61000     55.43388     31.14690     24.28697
      0.62000     54.56380     30.56705     23.99675
      0.63000     41.87743     23.56940     18.30802
      0.64000     38.00184     21.49796     16.50388
      0.65000     41.68523     23.65936     18.02587
      0.66000     46.67793     26.61891     20.05902
      0.67000     53.59341     30.80455     22.78886
      0.68000     50.59327     28.92938     21.66389
      0.69000     43.24234     24.15738     19.08496
      0.70000     48.10584     26.58518     21.52066
      0.71000     61.82822     34.13985     27.68837
      0.72000     64.12559     35.39762     28.72797
      0.73000     51.94186     28.80351     23.13835
      0.74000     48.04261     26.74687     21.29575
      0.75000     52.20806     28.90903     23.29903
      0.76000     52.29692     28.72368     23.57323
      0.77000     57.96466     31.59909     26.36556
      0.78000     58.99643     32.10987     26.88656
      0.79000     48.71877     26.67804     22.04083
      0.80000     41.37001     22.85363     18.51801
      0.81000     43.36302     23.91032     19.46287
      0.82000     53.44263     29.30392     24.16379
      0.83000     53.51225     29.34124     24.19662
      0.84000     44.81000     24.59869     20.22258
      0.85000     44.43622     24.21375     20.22461
      0.86000     53.03782     28.20308     24.83490
      0.87000     56.66721     29.53479     27.13243
      0.88000     48.83298     25.74526     23.08771
      0.89000     47.66557     26.36807     21.29750
      0.90000     46.34540     26.24514     20.10026
      0.91000     36.00569     19.92969     16.07600
      0.92000     34.65089     18.50613     16.14477
      0.93000     41.26971     21.76950     19.50021
      0.94000     39.49298     20.77201     18.72097
      0.95000     34.82334     18.44959     16.37376
      0.96000     32.10279     17.13379     14.96900
      0.97000     30.54493     16.13256     14.41237
      0.98000     30.84281     16.06983     14.77298
      0.99000     28.40352     14.79272     13.61080
      1.00000     28.06602     14.71666     13.34936
      1.01000     32.42707     16.97303     15.45404
      1.02000     36.31502     18.81523     17.49979
      1.03000     38.60877     19.72590     18.88287
      1.04000     41.78191     20.28630     21.49561
      1.05000     51.50723     22.27180     29.23543
      1.06000     58.41430     24.04191     34.37240
      1.07000     50.35973     22.60922     27.75051
      1.08000     40.58062     20.17525     20.40537
      1.09000     38.07907     19.42163     18.65744
      1.10000     38.80274     19.67722     19.12553
      1.11000     37.96779     19.07089     18.89691
      1.12000     36.12090     18.05567     18.06522
      1.13000     34.67748     17.29959     17.37789
      1.14000     34.82118     17.41138     17.40981
      1.15000     35.36838     17.85755     17.51083
      1.16000     35.95238     18.23763     17.71476
      1.17000     39.39844     19.45659     19.94185
      1.18000     49.47225     21.88980     27.58245
      1.19000     61.41945     24.47141     36.94804
      1.20000     58.51842     24.40358     34.11484
      1.21000     51.42318     25.01126     26.41206
      1.22000     51.19768     27.61067     23.58849
      1.23000     44.60462     24.52748     20.08277
      1.24000     35.27061     19.07840     16.20007
      1.25000     31.63028     16.84193     14.79238
      1.26000     28.57017     15.09250     13.47843
      1.27000     25.60286     13.54413     12.05878
      1.28000     25.27864     13.38157     11.89707
      1.29000     26.88805     14.21024     12.67781
      1.30000     30.41467     16.32922     14.08544
      1.31000     42.40575     23.70341     18.70234
      1.32000     56.74833     32.57143     24.17690
      1.33000     48.26185     27.70632     20.55553
      1.34000     31.33317     17.38793     13.94524
      1.35000     25.30159     13.57761     11.72398
      1.36000     22.51112     12.01530     10.49581
      1.37000     21.42322     11.38769     10.03553
      1.38000     24.84194     13.15962     11.68232
