Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Bi Te 
     -3.64818     34.68301      0.00000      0.00000
     -3.63818     36.85297      0.00000      0.00000
     -3.62818     39.64481      0.00000      0.00000
     -3.61818     39.25885      0.00000      0.00000
     -3.60818     35.23285      0.00000      0.00000
     -3.59818     32.69256      0.00000      0.00000
     -3.58818     32.78734      0.00000      0.00000
     -3.57818     34.21088      0.00000      0.00000
     -3.56818     33.84137      0.00000      0.00000
     -3.55818     33.83866      0.00000      0.00000
     -3.54818     36.68778      0.00000      0.00000
     -3.53818     40.38959      0.00000      0.00000
     -3.52818     40.93904      0.00000      0.00000
     -3.51818     38.35776      0.00000      0.00000
     -3.50818     37.31637      0.00000      0.00000
     -3.49818     38.68398      0.00000      0.00000
     -3.48818     41.27853      0.00000      0.00000
     -3.47818     42.30772      0.00000      0.00000
     -3.46818     42.43956      0.00000      0.00000
     -3.45818     43.61681      0.00000      0.00000
     -3.44818     43.68512      0.00000      0.00000
     -3.43818     41.86809      0.00000      0.00000
     -3.42818     41.53764      0.00000      0.00000
     -3.41818     42.32272      0.00000      0.00000
     -3.40818     43.04730      0.00000      0.00000
     -3.39818     44.32685      0.00000      0.00000
     -3.38818     44.57497      0.00000      0.00000
     -3.37818     44.41255      0.00000      0.00000
     -3.36818     42.61657      0.00000      0.00000
     -3.35818     40.49113      0.00000      0.00000
     -3.34818     43.54943      0.00000      0.00000
     -3.33818     46.52797      0.00000      0.00000
     -3.32818     46.12945      0.00000      0.00000
     -3.31818     45.86691      0.00000      0.00000
     -3.30818     47.50354      0.00000      0.00000
     -3.29818     48.46222      0.00000      0.00000
     -3.28818     48.66161      0.00000      0.00000
     -3.27818     49.25527      0.00000      0.00000
     -3.26818     50.34572      0.00000      0.00000
     -3.25818     52.75719      0.00000      0.00000
     -3.24818     53.85169      0.00000      0.00000
     -3.23818     52.97993      0.00000      0.00000
     -3.22818     50.80375      0.00000      0.00000
     -3.21818     49.93535      0.00000      0.00000
     -3.20818     51.13892      0.00000      0.00000
     -3.19818     50.73724      0.00000      0.00000
     -3.18818     49.56040      0.00000      0.00000
     -3.17818     49.63803      0.00000      0.00000
     -3.16818     49.18862      0.00000      0.00000
     -3.15818     48.52090      0.00000      0.00000
     -3.14818     49.02807      0.00000      0.00000
     -3.13818     49.20227      0.00000      0.00000
     -3.12818     48.50413      0.00000      0.00000
     -3.11818     49.34083      0.00000      0.00000
     -3.10818     48.99842      0.00000      0.00000
     -3.09818     50.45030      0.00000      0.00000
     -3.08818     53.53020      0.00000      0.00000
     -3.07818     53.64043      0.00000      0.00000
     -3.06818     52.85951      0.00000      0.00000
     -3.05818     52.69970      0.00000      0.00000
     -3.04818     53.24901      0.00000      0.00000
     -3.03818     54.91947      0.00000      0.00000
     -3.02818     54.81643      0.00000      0.00000
     -3.01818     52.40988      0.00000      0.00000
     -3.00818     51.06317      0.00000      0.00000
     -2.99818     51.40937      0.00000      0.00000
     -2.98818     51.08548      0.00000      0.00000
     -2.97818     49.19910      0.00000      0.00000
     -2.96818     49.53300      0.00000      0.00000
     -2.95818     52.92904      0.00000      0.00000
     -2.94818     55.98377      0.00000      0.00000
     -2.93818     56.70393      0.00000      0.00000
     -2.92818     53.49128      0.00000      0.00000
     -2.91818     50.05721      0.00000      0.00000
     -2.90818     51.25024      0.00000      0.00000
     -2.89818     52.98188      0.00000      0.00000
     -2.88818     50.73050      0.00000      0.00000
     -2.87818     49.04550      0.00000      0.00000
     -2.86818     50.30663      0.00000      0.00000
     -2.85818     50.15793      0.00000      0.00000
     -2.84818     47.88842      0.00000      0.00000
     -2.83818     47.59175      0.00000      0.00000
     -2.82818     51.48769      0.00000      0.00000
     -2.81818     54.62809      0.00000      0.00000
     -2.80818     53.23826      0.00000      0.00000
     -2.79818     49.23753      0.00000      0.00000
     -2.78818     49.53682      0.00000      0.00000
     -2.77818     53.82890      0.00000      0.00000
     -2.76818     57.23916      0.00000      0.00000
     -2.75818     59.17199      0.00000      0.00000
     -2.74818     58.61041      0.00000      0.00000
     -2.73818     57.99489      0.00000      0.00000
     -2.72818     57.72673      0.00000      0.00000
     -2.71818     57.38958      0.00000      0.00000
     -2.70818     58.99047      0.00000      0.00000
     -2.69818     57.82954      0.00000      0.00000
     -2.68818     52.73580      0.00000      0.00000
     -2.67818     49.97516      0.00000      0.00000
     -2.66818     51.46725      0.00000      0.00000
     -2.65818     52.40534      0.00000      0.00000
     -2.64818     54.11186      0.00000      0.00000
     -2.63818     59.49519      0.00000      0.00000
     -2.62818     62.66353      0.00000      0.00000
     -2.61818     61.69118      0.00000      0.00000
     -2.60818     61.58340      0.00000      0.00000
     -2.59818     63.70778      0.00000      0.00000
     -2.58818     65.40503      0.00000      0.00000
     -2.57818     64.21994      0.00000      0.00000
     -2.56818     62.60045      0.00000      0.00000
     -2.55818     62.14732      0.00000      0.00000
     -2.54818     62.83125      0.00000      0.00000
     -2.53818     64.50777      0.00000      0.00000
     -2.52818     64.98571      0.00000      0.00000
     -2.51818     64.46316      0.00000      0.00000
     -2.50818     64.23293      0.00000      0.00000
     -2.49818     63.49569      0.00000      0.00000
     -2.48818     63.63105      0.00000      0.00000
     -2.47818     64.26596      0.00000      0.00000
     -2.46818     65.37833      0.00000      0.00000
     -2.45818     65.80763      0.00000      0.00000
     -2.44818     65.37456      0.00000      0.00000
     -2.43818     67.25381      0.00000      0.00000
     -2.42818     68.67304      0.00000      0.00000
     -2.41818     68.68808      0.00000      0.00000
     -2.40818     68.09961      0.00000      0.00000
     -2.39818     65.22088      0.00000      0.00000
     -2.38818     63.90348      0.00000      0.00000
     -2.37818     68.30153      0.00000      0.00000
     -2.36818     71.96852      0.00000      0.00000
     -2.35818     72.02360      0.00000      0.00000
     -2.34818     71.26728      0.00000      0.00000
     -2.33818     69.79638      0.00000      0.00000
     -2.32818     67.44755      0.00000      0.00000
     -2.31818     64.38328      0.00000      0.00000
     -2.30818     64.69429      0.00000      0.00000
     -2.29818     66.40889      0.00000      0.00000
     -2.28818     67.79706      0.00000      0.00000
     -2.27818     67.41338      0.00000      0.00000
     -2.26818     66.16776      0.00000      0.00000
     -2.25818     67.34484      0.00000      0.00000
     -2.24818     69.75867      0.00000      0.00000
     -2.23818     71.15852      0.00000      0.00000
     -2.22818     68.91470      0.00000      0.00000
     -2.21818     63.53151      0.00000      0.00000
     -2.20818     60.49614      0.00000      0.00000
     -2.19818     62.00128      0.00000      0.00000
     -2.18818     62.59354      0.00000      0.00000
     -2.17818     60.47749      0.00000      0.00000
     -2.16818     59.68982      0.00000      0.00000
     -2.15818     63.40181      0.00000      0.00000
     -2.14818     68.18192      0.00000      0.00000
     -2.13818     68.58964      0.00000      0.00000
     -2.12818     64.13711      0.00000      0.00000
     -2.11818     59.13905      0.00000      0.00000
     -2.10818     58.41837      0.00000      0.00000
