Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Bi Te 
     -2.27000     37.31288     10.08056     27.23231
     -2.26000     36.77254      9.75904     27.01350
     -2.25000     34.73819      9.21641     25.52178
     -2.24000     35.18478      9.47127     25.71351
     -2.23000     34.43440      9.48221     24.95219
     -2.22000     31.94139      9.00191     22.93948
     -2.21000     30.93829      8.76380     22.17449
     -2.20000     31.22361      8.75143     22.47218
     -2.19000     31.52105      8.79692     22.72413
     -2.18000     30.96313      8.69891     22.26421
     -2.17000     29.36638      8.25926     21.10713
     -2.16000     29.21845      8.17389     21.04455
     -2.15000     30.95698      8.60522     22.35176
     -2.14000     31.57338      8.71743     22.85595
     -2.13000     29.76059      8.20045     21.56013
     -2.12000     28.46608      7.84113     20.62495
     -2.11000     28.02761      7.64964     20.37797
     -2.10000     26.99023      7.34424     19.64599
     -2.09000     27.42181      7.49764     19.92417
     -2.08000     27.76787      7.60107     20.16680
     -2.07000     26.45410      7.13158     19.32252
     -2.06000     26.98272      7.04442     19.93829
     -2.05000     29.00903      7.50182     21.50721
     -2.04000     30.91316      8.13315     22.78001
     -2.03000     31.12308      8.31594     22.80714
     -2.02000     29.99141      8.05106     21.94035
     -2.01000     28.58938      7.64436     20.94502
     -2.00000     28.22642      7.44615     20.78027
     -1.99000     30.03250      7.79234     22.24016
     -1.98000     31.83078      8.15359     23.67719
     -1.97000     31.35688      7.98779     23.36909
     -1.96000     29.20935      7.48341     21.72593
     -1.95000     28.43932      7.35874     21.08058
     -1.94000     30.05194      7.74213     22.30981
     -1.93000     33.36103      8.54653     24.81450
     -1.92000     35.53417      9.10997     26.42421
     -1.91000     34.69074      8.77628     25.91446
     -1.90000     34.53137      8.48588     26.04549
     -1.89000     34.36043      8.26326     26.09716
     -1.88000     33.27896      7.93235     25.34661
     -1.87000     33.58523      7.86479     25.72045
     -1.86000     37.85299      8.81312     29.03987
     -1.85000     40.55010      9.61659     30.93351
     -1.84000     40.23633      9.66112     30.57521
     -1.83000     39.85038      9.50647     30.34391
     -1.82000     39.61248      9.41726     30.19522
     -1.81000     39.69676      9.51025     30.18651
     -1.80000     40.06812      9.64746     30.42066
     -1.79000     40.43088      9.77987     30.65102
     -1.78000     40.03921      9.80845     30.23077
     -1.77000     37.85593      9.39200     28.46393
     -1.76000     35.11819      8.68854     26.42965
     -1.75000     34.16040      8.32054     25.83985
     -1.74000     34.17278      8.27979     25.89299
     -1.73000     32.92266      7.97817     24.94449
     -1.72000     33.33695      7.97012     25.36682
     -1.71000     36.24258      8.52503     27.71755
     -1.70000     36.71527      8.58538     28.12989
     -1.69000     34.38520      8.09730     26.28791
     -1.68000     34.89795      8.39333     26.50463
     -1.67000     39.92081      9.79250     30.12830
     -1.66000     42.84648     10.52973     32.31675
     -1.65000     39.21064      9.56871     29.64193
     -1.64000     35.31417      8.51647     26.79770
     -1.63000     35.46559      8.37861     27.08698
     -1.62000     36.22882      8.35618     27.87264
     -1.61000     36.39953      8.28758     28.11195
     -1.60000     36.32974      8.34418     27.98555
     -1.59000     35.46008      8.22136     27.23872
     -1.58000     34.84347      8.10032     26.74315
     -1.57000     33.44193      7.90013     25.54180
     -1.56000     31.78270      7.63839     24.14431
     -1.55000     33.83276      8.21585     25.61691
     -1.54000     37.18987      9.15097     28.03890
     -1.53000     37.95998      9.43656     28.52342
     -1.52000     37.31770      9.24914     28.06856
     -1.51000     36.82636      8.96474     27.86162
     -1.50000     37.80380      9.09020     28.71362
     -1.49000     40.08705      9.67633     30.41098
     -1.48000     43.16816     10.41136     32.75869
     -1.47000     45.10064     10.67447     34.43943
     -1.46000     45.97949     10.68324     35.37448
     -1.45000     45.52582     10.46266     35.40395
     -1.44000     41.50025      9.35693     33.04784
     -1.43000     37.36817      8.25030     30.42253
     -1.42000     36.53860      7.97585     29.79805
     -1.41000     38.52512      8.30655     31.37025
     -1.40000     39.47934      8.41819     32.11620
     -1.39000     38.78156      8.36692     31.22513
     -1.38000     39.83440      8.80583     31.64045
     -1.37000     42.14240      9.40775     33.26151
     -1.36000     42.67795      9.77476     33.27294
     -1.35000     41.72954      9.73508     32.19943
     -1.34000     37.39581      8.59210     28.91298
     -1.33000     30.86687      7.05712     23.85025
     -1.32000     28.82820      6.57459     22.26217
     -1.31000     30.21345      6.86729     23.35450
     -1.30000     31.41318      7.36998     24.06586
     -1.29000     32.64130      7.78503     24.88967
     -1.28000     34.54326      8.16132     26.41750
     -1.27000     34.22980      8.10193     26.16650
     -1.26000     32.89729      7.89789     25.05627
     -1.25000     32.61002      7.79438     24.89440
     -1.24000     33.35502      7.98178     25.44218
     -1.23000     35.76166      8.69684     27.12369
     -1.22000     38.00637      9.26398     28.80250
     -1.21000     38.18908      9.24300     29.00950
     -1.20000     36.84102      8.96950     27.92976
     -1.19000     35.84531      8.82909     27.06020
     -1.18000     37.82469      9.39702     28.46192
     -1.17000     40.12967     10.12727     30.03184
     -1.16000     38.03592      9.61122     28.45067
     -1.15000     32.53005      8.15421     24.39730
     -1.14000     27.48946      6.92702     20.58234
     -1.13000     24.11166      6.19274     17.94085
     -1.12000     23.16500      5.97526     17.21059
     -1.11000     22.58635      5.82751     16.76859
     -1.10000     22.39653      5.86015     16.53815
     -1.09000     22.38368      5.78508     16.59872
     -1.08000     23.27024      5.85217     17.41807
     -1.07000     25.69972      6.58608     19.11364
     -1.06000     26.17237      6.89963     19.27273
     -1.05000     24.06442      6.47727     17.58715
     -1.04000     22.08303      6.09845     15.98458
     -1.03000     21.56275      5.99809     15.56466
     -1.02000     21.84403      6.06153     15.78250
     -1.01000     21.46151      6.01690     15.44461
     -1.00000     20.95625      6.00774     14.94850
     -0.99000     20.03546      5.80883     14.22663
     -0.98000     18.12073      5.30506     12.81567
     -0.97000     16.31353      4.83596     11.47757
     -0.96000     15.54977      4.62400     10.92577
     -0.95000     15.93807      4.77249     11.16557
     -0.94000     16.69425      4.95789     11.73636
     -0.93000     15.24006      4.40557     10.83449
     -0.92000     13.08219      3.84099      9.24120
     -0.91000     12.05149      3.58132      8.47017
     -0.90000     12.40937      3.60021      8.80928
     -0.89000     12.73007      3.77791      8.95417
     -0.88000     12.40082      3.72083      8.69385
     -0.87000     11.99614      3.42115      8.61917
     -0.86000     12.12977      3.31158      8.89407
     -0.85000     12.30422      3.26513      9.12039
     -0.84000     12.15641      3.23354      8.98618
     -0.83000     11.99434      3.16397      8.87393
     -0.82000     11.54497      2.88587      8.68981
     -0.81000     10.60276      2.54997      8.06760
     -0.80000      9.96276      2.48498      7.48106
     -0.79000      9.79782      2.59749      7.20063
     -0.78000      9.15101      2.46561      6.68541
     -0.77000      8.50503      2.29805      6.20698
     -0.76000      9.54783      2.81702      6.73081
     -0.75000     11.80313      3.72863      8.07450
     -0.74000     12.54117      3.84942      8.69175
     -0.73000     10.79978      3.17143      7.62835
     -0.72000      8.71357      2.51601      6.19756
     -0.71000      7.82715      2.17880      5.64835
     -0.70000      7.42293      2.00933      5.41360
     -0.69000      7.14063      1.89052      5.25011
     -0.68000      6.98934      1.90151      5.08783
     -0.67000      6.59559      1.92511      4.67048
     -0.66000      6.21107      1.73755      4.47352
     -0.65000      5.80597      1.47058      4.33538
     -0.64000      5.40009      1.34084      4.05924
     -0.63000      5.36417      1.25875      4.10542
     -0.62000      5.05787      1.24354      3.81432
     -0.61000      4.83841      1.27183      3.56659
     -0.60000      5.43049      1.46502      3.96557
     -0.59000      6.11579      1.77446      4.34176
     -0.58000      5.74860      1.66629      4.08304
     -0.57000      5.34095      1.64731      3.69409
     -0.56000      6.06946      2.19253      3.87704
     -0.55000      6.97962      2.90226      4.07742
     -0.54000      7.88532      3.38794      4.49775
     -0.53000      8.63261      3.35739      5.27600
     -0.52000      9.45089      3.34928      6.10223
     -0.51000     11.11033      3.80025      7.31026
     -0.50000     12.58502      4.41665      8.16839
     -0.49000     13.51797      4.96763      8.55034
     -0.48000     13.03485      4.99972      8.03513
     -0.47000     12.59174      5.20953      7.38221
     -0.46000     13.00165      5.83033      7.17132
     -0.45000     13.10881      5.94371      7.16516
     -0.44000     12.54623      5.80190      6.74514
     -0.43000     12.66539      5.97299      6.69755
     -0.42000     13.78137      6.15537      7.63841
     -0.41000     13.82038      6.26413      7.56893
     -0.40000     13.47650      6.54138      6.95083
     -0.39000     12.92561      6.57285      6.39381
     -0.38000     11.73770      6.31471      5.49202
     -0.37000     11.00588      6.16516      4.94060
     -0.36000     10.79098      6.27426      4.67783
     -0.35000     11.66335      6.97993      4.96446
     -0.34000     13.08047      8.34912      5.26427
     -0.33000     13.23864      9.17942      4.82959
     -0.32000     12.33736      8.88614      4.26826
     -0.31000     11.94215      8.54922      4.18577
     -0.30000     12.63439      9.14659      4.33342
     -0.29000     12.74213      9.20274      4.31892
     -0.28000     12.60143      8.79635      4.43835
     -0.27000     12.31575      8.43964      4.43416
     -0.26000     11.16781      7.76273      3.86263
     -0.25000     10.94172      7.65753      3.71258
     -0.24000     11.20573      7.61002      4.08540
     -0.23000     11.57985      7.80970      4.30442
     -0.22000     11.42024      7.74244      4.20942
     -0.21000      9.66661      6.52143      3.63646
     -0.20000      9.10456      6.24723      3.38770
     -0.19000     10.20058      7.04872      3.70044
     -0.18000     10.44797      7.05091      3.88632
     -0.17000     10.25553      6.97405      3.84593
     -0.16000     10.27687      7.20972      3.71094
     -0.15000      9.85849      6.91123      3.47321
     -0.14000      9.22185      6.43393      3.24401
     -0.13000      8.60921      5.98738      3.13412
     -0.12000      8.30916      5.65490      3.18272
     -0.11000      9.62219      6.53419      3.68264
     -0.10000      9.75378      6.60532      3.73101
     -0.09000      7.96024      5.27463      3.14525
     -0.08000      7.77401      5.17993      3.04356
     -0.07000      9.71553      6.24814      3.92463
     -0.06000     11.73674      7.11968      5.00405
     -0.05000     11.92862      7.30215      5.05959
     -0.04000     10.49446      6.76888      4.30906
     -0.03000      9.10403      5.74013      3.91444
     -0.02000      7.77402      4.28298      3.81154
     -0.01000      7.85287      4.03614      4.09097
      0.00000      9.00049      4.76421      4.56540
      0.01000      8.81038      4.53188      4.53626
      0.02000      7.95072      4.20794      4.06460
      0.03000      7.91422      4.65191      3.76091
      0.04000      7.63591      4.57982      3.48541
      0.05000      7.18691      3.99160      3.38642
      0.06000      7.66475      4.11681      3.71441
      0.07000      7.57067      4.15311      3.69083
      0.08000      6.74186      3.61930      3.35675
      0.09000      6.94230      3.59095      3.50387
      0.10000      8.72945      4.47776      4.42097
      0.11000     10.36199      5.56786      5.05411
      0.12000     10.92816      6.04331      5.20386
      0.13000     11.79306      6.37861      5.64043
      0.14000     11.96239      6.50441      5.56786
      0.15000     11.28397      6.40747      4.96869
      0.16000     11.19379      6.85374      4.49098
      0.17000     11.97731      7.42774      4.69101
      0.18000     13.22093      8.11226      5.18957
      0.19000     14.53274      9.34383      5.25360
      0.20000     13.78975      9.10748      4.73518
      0.21000     11.14571      7.23105      3.93671
      0.22000     11.12786      7.04979      4.08686
      0.23000     12.13096      7.84016      4.30684
      0.24000     12.74206      8.58216      4.19518
      0.25000     14.97204     10.05799      4.98671
      0.26000     17.21962     11.35062      5.99011
      0.27000     17.13756     11.39352      5.86546
      0.28000     15.03953      9.97463      5.12446
      0.29000     12.80368      8.02068      4.80065
      0.30000     12.83793      7.38140      5.46933
      0.31000     15.50316      8.54222      6.97367
      0.32000     19.99107     10.85369      9.14608
      0.33000     22.87215     12.37351     10.50659
      0.34000     22.63885     12.37966     10.26907
      0.35000     22.58294     12.67377      9.92228
      0.36000     25.04105     14.16162     10.91965
      0.37000     28.07388     15.74152     12.41725
      0.38000     30.23714     17.10396     13.21570
      0.39000     29.83033     17.07494     12.79356
      0.40000     28.22453     16.37276     11.86278
      0.41000     28.45704     16.69844     11.76472
      0.42000     29.53578     17.27163     12.27450
      0.43000     30.56835     17.90602     12.67286
      0.44000     30.17612     17.82378     12.35785
      0.45000     28.92164     17.12022     11.80563
      0.46000     30.46010     18.03138     12.43977
      0.47000     34.02811     20.07864     13.98477
      0.48000     36.22169     21.02774     15.24931
      0.49000     36.35614     20.92467     15.48710
      0.50000     35.84538     20.67529     15.22614
      0.51000     35.07160     20.22301     14.90234
      0.52000     32.86941     19.01040     13.90216
      0.53000     30.65395     17.65477     13.01738
      0.54000     30.88921     17.56667     13.32678
      0.55000     30.77796     17.40398     13.37700
      0.56000     32.27771     18.25072     14.02931
      0.57000     37.66942     21.28009     16.39002
      0.58000     41.47671     23.49614     17.98065
      0.59000     42.41277     24.15365     18.25912
      0.60000     42.21642     24.05381     18.16261
      0.61000     41.07572     23.27307     17.80266
      0.62000     38.34753     21.67435     16.67318
      0.63000     35.13851     19.87387     15.26464
      0.64000     36.93198     20.90939     16.02260
      0.65000     40.83712     23.15696     17.68016
      0.66000     40.91238     23.18500     17.72739
      0.67000     38.12343     21.59063     16.53280
      0.68000     35.29297     19.81748     15.47549
      0.69000     37.08420     20.51093     16.57327
      0.70000     42.43071     23.37731     19.05340
      0.71000     47.13774     25.90177     21.23597
      0.72000     47.99008     26.35184     21.63824
      0.73000     43.69360     24.19682     19.49678
      0.74000     37.80560     21.10013     16.70547
      0.75000     33.95104     18.87053     15.08051
      0.76000     34.07365     18.80605     15.26760
      0.77000     39.02495     21.46767     17.55729
      0.78000     43.96824     24.11055     19.85770
      0.79000     43.64306     23.97761     19.66555
      0.80000     39.89988     22.06581     17.83569
      0.81000     37.35284     20.67204     16.69096
      0.82000     37.78753     20.86848     16.94413
      0.83000     38.42825     21.21394     17.23992
      0.84000     39.15811     21.56538     17.60400
      0.85000     40.50730     22.22174     18.28770
      0.86000     40.70206     22.03036     18.67187
      0.87000     39.12239     20.71675     18.40564
      0.88000     36.45290     19.13244     17.32046
      0.89000     33.19057     17.60690     15.58367
      0.90000     29.07781     15.58316     13.49465
      0.91000     25.87186     13.84034     12.03152
      0.92000     23.95045     12.81799     11.13246
      0.93000     23.89779     12.77229     11.12551
      0.94000     27.56278     14.59983     12.96294
      0.95000     31.79318     16.88197     14.91121
      0.96000     31.81960     16.98729     14.83231
      0.97000     30.53520     16.12753     14.40767
      0.98000     30.84269     16.06977     14.77292
      0.99000     28.40352     14.79272     13.61080
      1.00000     28.06602     14.71666     13.34936
      1.01000     32.42693     16.97300     15.45393
      1.02000     36.30458     18.81316     17.49142
      1.03000     38.31062     19.66665     18.64397
      1.04000     38.64854     19.66362     18.98492
      1.05000     39.39314     19.86442     19.52872
      1.06000     41.18470     20.61795     20.56675
      1.07000     41.34473     20.81771     20.52702
      1.08000     38.84537     19.83041     19.01496
      1.09000     37.95620     19.39721     18.55899
      1.10000     38.79954     19.67658     19.12296
      1.11000     37.96779     19.07089     18.89691
      1.12000     36.12090     18.05567     18.06522
      1.13000     34.67748     17.29959     17.37789
      1.14000     34.82118     17.41138     17.40981
      1.15000     35.36581     17.85714     17.50867
      1.16000     35.84827     18.22081     17.62747
      1.17000     37.84938     19.20635     18.64303
      1.18000     40.99107     20.51875     20.47232
      1.19000     44.25603     21.65765     22.59838
      1.20000     44.47477     21.49391     22.98086
      1.21000     39.97033     19.48391     20.48656
      1.22000     33.95626     17.06506     16.89268
      1.23000     31.47442     16.38146     15.09859
      1.24000     31.52395     16.75236     14.77944
      1.25000     31.23663     16.59753     14.64313
      1.26000     28.55495     15.08305     13.47266
      1.27000     25.60264     13.54400     12.05870
      1.28000     25.27221     13.37779     11.89442
      1.29000     26.65994     14.07571     12.58423
      1.30000     27.33448     14.50299     12.83149
      1.31000     26.35293     14.12025     12.23267
      1.32000     24.09064     12.91955     11.17109
      1.33000     22.17208     11.87782     10.29426
      1.34000     23.16452     12.39536     10.76916
      1.35000     24.30822     12.96686     11.34136
      1.36000     22.45922     11.98351     10.47570
      1.37000     21.22997     11.27720      9.95277
      1.38000     22.30402     11.70750     10.59651
